Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,CAP
KGC,Kinross Gold Corporation,3.08,$3.85B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kgc,#VALUE!
TCO,"Taubman Centers, Inc.",63.2,$3.85B,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tco,#VALUE!
MIC,Macquarie Infrastructure Corporation ,45.39,$3.86B,2004,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mic,#VALUE!
UNVR,Univar Inc.,27.37,$3.87B,2015,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/unvr,#VALUE!
MSA,MSA Safety Incorporporated,100.93,$3.88B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/msa,#VALUE!
SF,Stifel Financial Corporation,54.27,$3.88B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf,#VALUE!
CFX,Colfax Corporation,31.5,$3.89B,2008,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/cfx,#VALUE!
COR,CoreSite Realty Corporation,112.98,$3.89B,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cor,#VALUE!
CUZ,Cousins Properties Incorporated,9.26,$3.89B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cuz,#VALUE!
FR,"First Industrial Realty Trust, Inc.",32.46,$3.91B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fr,#VALUE!
WRI,Weingarten Realty Investors,30.52,$3.91B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/wri,#VALUE!
PFGC,Performance Food Group Company,37.65,$3.92B,2015,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/pfgc,#VALUE!
VLY,Valley National Bancorp,11.84,$3.92B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vly,#VALUE!
ADNT,Adient plc,42.65,$3.98B,2016,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adnt,#VALUE!
BYD,Boyd Gaming Corporation,35.36,$3.98B,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/byd,#VALUE!
CMD,Cantel Medical Corp.,95.44,$3.98B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cmd,#VALUE!
CLGX,"CoreLogic, Inc.",49.31,$3.99B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/clgx,#VALUE!
SQ,"Square, Inc.",74.97,$30.04B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq,#VALUE!
MT,ArcelorMittal,29.69,$30.07B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mt,#VALUE!
TRI,Thomson Reuters Corp,42.85,$30.31B,n/a,Consumer Services,Publishing,https://www.nasdaq.com/symbol/tri,#VALUE!
IBN,ICICI Bank Limited,9.46,$30.42B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ibn,#VALUE!
ROP,"Roper Technologies, Inc.",294.87,$30.42B,1992,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rop,#VALUE!
STT,State Street Corporation,83.88,$30.71B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stt,#VALUE!
BAC,Bank of America Corporation,30.79,$308.29B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac,#VALUE!
MPLX,MPLX LP,37.78,$30B,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mplx,#VALUE!
SRE,Sempra Energy,114.24,$31.06B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre,#VALUE!
PXD,Pioneer Natural Resources Company,183.34,$31.25B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pxd,#VALUE!
FCAU,Fiat Chrysler Automobiles N.V.,15.97,$31.29B,2014,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/fcau,#VALUE!
TEL,TE Connectivity Ltd.,93.24,$32.49B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tel,#VALUE!
NOW,"ServiceNow, Inc.",184.49,$32.59B,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/now,#VALUE!
KDP,Keurig Dr Pepper Inc.,23.61,$32.74B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/kdp,#VALUE!
MCO,Moody&#39;s Corporation,170.92,$32.8B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mco,#VALUE!
V,Visa Inc.,140.76,$323.52B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/v,#VALUE!
STI,"SunTrust Banks, Inc.",73.07,$33.99B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sti,#VALUE!
XOM,Exxon Mobil Corporation,78.31,$331.56B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/xom,#VALUE!
TRV,"The Travelers Companies, Inc.",127.54,$34.14B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/trv,#VALUE!
PLD,"Prologis, Inc.",64.05,$34.16B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pld,#VALUE!
JCI,Johnson Controls International plc,36.99,$34.26B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jci,#VALUE!
LUV,Southwest Airlines Company,59.09,$34.26B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/luv,#VALUE!
FMX,Fomento Economico Mexicano S.A.B. de C.V.,96,$34.35B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fmx,#VALUE!
AON,Aon plc,140.85,$34.44B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/aon,#VALUE!
CAJ,"Canon, Inc.",31.94,$34.49B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/caj,#VALUE!
ALL,Allstate Corporation (The),98.38,$34.58B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/all,#VALUE!
APC,Anadarko Petroleum Corporation,66.98,$34.5B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apc,#VALUE!
SPOT,Spotify Technology S.A.,193.75,$34.83B,2018,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/spot,#VALUE!
NTR,Nutrien Ltd.,56.35,$34.97B,2004,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/ntr,#VALUE!
JNJ,Johnson & Johnson,129.5,$347.34B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jnj,#VALUE!
SCCO,Southern Copper Corporation,43.98,$34B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco,#VALUE!
AEP,"American Electric Power Company, Inc.",71.02,$35.01B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aep,#VALUE!
ETN,"Eaton Corporation, PLC",80.14,$35.05B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/etn,#VALUE!
FIS,"Fidelity National Information Services, Inc.",106.69,$35.32B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fis,#VALUE!
NGG,"National Grid Transco, PLC",52.83,$35.47B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ngg,#VALUE!
HAL,Halliburton Company,40.67,$35.63B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/hal,#VALUE!
AFL,Aflac Incorporated,46.51,$35.78B,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/afl,#VALUE!
APD,"Air Products and Chemicals, Inc.",164.33,$36.03B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/apd,#VALUE!
PGR,Progressive Corporation (The),62.29,$36.27B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pgr,#VALUE!
MPC,Marathon Petroleum Corporation,80.11,$36.33B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/mpc,#VALUE!
CHA,China Telecom Corp Ltd,44.94,$36.37B,2002,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cha,#VALUE!
CHU,China Unicom (Hong Kong) Ltd,11.92,$36.47B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/chu,#VALUE!
BCE,"BCE, Inc.",41.08,$36.89B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce,#VALUE!
VFC,V.F. Corporation,93.99,$37.08B,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/vfc,#VALUE!
MFC,Manulife Financial Corp,18.74,$37.18B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/mfc,#VALUE!
PSA,Public Storage,215.93,$37.62B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa,#VALUE!
BHGE,"Baker Hughes, a GE company",33.93,$37.76B,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge,#VALUE!
RBS,Royal Bank Scotland plc (The),6.27,$37.77B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/rbs,#VALUE!
BAX,Baxter International Inc.,70.71,$37.86B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax,#VALUE!
DAL,"Delta Air Lines, Inc.",54.76,$37.86B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/dal,#VALUE!
F,Ford Motor Company,9.5,$37.86B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/f,#VALUE!
CS,Credit Suisse Group,15.09,$38.32B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cs,#VALUE!
KMB,Kimberly-Clark Corporation,111.13,$38.64B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/kmb,#VALUE!
SYY,Sysco Corporation,74.19,$38.65B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/syy,#VALUE!
WM,"Waste Management, Inc.",90.15,$38.65B,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/wm,#VALUE!
HPQ,HP Inc.,24.15,$38.89B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpq,#VALUE!
JPM,J P Morgan Chase & Co,114.65,$385.33B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm,#VALUE!
TRP,TransCanada Corporation,44.26,$39.44B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trp,#VALUE!
KMI,"Kinder Morgan, Inc.",17.95,$39.61B,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/kmi,#VALUE!
PHG,Koninklijke Philips N.V.,42.8,$39.87B,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/phg,#VALUE!
APLE,"Apple Hospitality REIT, Inc.",17.44,$4.02B,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aple,#VALUE!
ESNT,Essent Group Ltd.,40.93,$4.02B,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esnt,#VALUE!
VSM,"Versum Materials, Inc.",36.91,$4.02B,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/vsm,#VALUE!
NJR,NewJersey Resources Corporation,46.2,$4.05B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/njr,#VALUE!
OAS,Oasis Petroleum Inc.,12.75,$4.05B,2010,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oas,#VALUE!
TKC,Turkcell Iletisim Hizmetleri AS,4.6,$4.05B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tkc,#VALUE!
NAV,Navistar International Corporation,41.1,$4.06B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav,#VALUE!
RBA,Ritchie Bros. Auctioneers Incorporated,37.7,$4.06B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rba,#VALUE!
TNET,"TriNet Group, Inc.",57.95,$4.07B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tnet,#VALUE!
OGS,"ONE Gas, Inc.",77.71,$4.08B,2014,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ogs,#VALUE!
SMG,Scotts Miracle-Gro Company (The),73.71,$4.08B,1992,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/smg,#VALUE!
CHK,Chesapeake Energy Corporation,4.51,$4.11B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chk,#VALUE!
PAGP,"Plains Group Holdings, L.P.",26.17,$4.11B,2013,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/pagp,#VALUE!
R,"Ryder System, Inc.",77.45,$4.11B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/r,#VALUE!
AUO,AU Optronics Corp,4.28,$4.12B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo,#VALUE!
IGT,International Game Technology,20.19,$4.12B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/igt,#VALUE!
POR,Portland General Electric Company,46.22,$4.12B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/por,#VALUE!
NGVT,Ingevity Corporation,98.93,$4.16B,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ngvt,#VALUE!
VVV,Valvoline Inc.,21.28,$4.16B,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/vvv,#VALUE!
AN,"AutoNation, Inc.",46,$4.18B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an,#VALUE!
FLO,"Flowers Foods, Inc.",19.85,$4.18B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/flo,#VALUE!
MMS,"Maximus, Inc.",64.03,$4.18B,1997,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mms,#VALUE!
TARO,Taro Pharmaceutical Industries Ltd.,106.18,$4.19B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/taro,#VALUE!
DK,"Delek US Holdings, Inc.",50.12,$4.21B,2017,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/dk,#VALUE!
RDN,Radian Group Inc.,19.79,$4.22B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rdn,#VALUE!
CCJ,Cameco Corporation,10.74,$4.25B,1996,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ccj,#VALUE!
CNDT,Conduent Incorporated,20.18,$4.25B,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cndt,#VALUE!
LPX,Louisiana-Pacific Corporation,29.25,$4.25B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/lpx,#VALUE!
KL,Kirkland Lake Gold Ltd.,20.18,$4.26B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kl,#VALUE!
BRFS,BRF S.A.,5.28,$4.28B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/brfs,#VALUE!
RHP,"Ryman Hospitality Properties, Inc.",83.47,$4.28B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rhp,#VALUE!
FNB,F.N.B. Corporation,13.22,$4.29B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnb,#VALUE!
COTV,"Cotiviti Holdings, Inc.",44.66,$4.2B,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cotv,#VALUE!
PEN,"Penumbra, Inc.",122.65,$4.2B,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pen,#VALUE!
TCF,TCF Financial Corporation,25.6,$4.31B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcf,#VALUE!
CNK,Cinemark Holdings Inc,36.98,$4.32B,2007,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/cnk,#VALUE!
PAG,"Penske Automotive Group, Inc.",51.07,$4.34B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/pag,#VALUE!
GDOT,Green Dot Corporation,83.74,$4.35B,2010,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gdot,#VALUE!
CHH,"Choice Hotels International, Inc.",77,$4.36B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/chh,#VALUE!
JBGS,JBG SMITH Properties,37.11,$4.38B,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jbgs,#VALUE!
WLL,Whiting Petroleum Corporation,48.17,$4.38B,2003,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/wll,#VALUE!
BKU,"BankUnited, Inc.",40.51,$4.3B,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku,#VALUE!
GPK,Graphic Packaging Holding Company,14.31,$4.44B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/gpk,#VALUE!
WYND,"Wyndham Destinations, Inc.",44.46,$4.44B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wynd,#VALUE!
EME,"EMCOR Group, Inc.",76.41,$4.45B,n/a,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/eme,#VALUE!
CABO,"Cable One, Inc.",779.54,$4.46B,2015,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cabo,#VALUE!
RYN,Rayonier Inc.,34.47,$4.46B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ryn,#VALUE!
CACI,"CACI International, Inc.",181.25,$4.48B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/caci,#VALUE!
NEU,NewMarket Corporation,383.22,$4.52B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/neu,#VALUE!
BMS,"Bemis Company, Inc.",49.81,$4.53B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bms,#VALUE!
MTG,MGIC Investment Corporation,12.55,$4.54B,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mtg,#VALUE!
LSI,"Life Storage, Inc.",97.66,$4.55B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lsi,#VALUE!
MD,"Mednax, Inc",48.14,$4.55B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/md,#VALUE!
NUS,"Nu Skin Enterprises, Inc.",81.88,$4.55B,1996,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/nus,#VALUE!
AXS,Axis Capital Holdings Limited,54.72,$4.57B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs,#VALUE!
INXN,InterXion Holding N.V.,63.9,$4.57B,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inxn,#VALUE!
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,6.69,$4.57B,2002,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sbs,#VALUE!
GPT,Gramercy Property Trust,27.28,$4.58B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/gpt,#VALUE!
EVR,Evercore Inc.,112.6,$4.59B,2006,Finance,Investment Managers,https://www.nasdaq.com/symbol/evr,#VALUE!
TDOC,"Teladoc Health, Inc.",71.7,$4.62B,2015,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/tdoc,#VALUE!
AGO,Assured Guaranty Ltd.,41.2,$4.63B,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago,#VALUE!
CDAY,Ceridian HCM Holding Inc.,34.53,$4.64B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cday,#VALUE!
TREX,"Trex Company, Inc.",78.83,$4.64B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/trex,#VALUE!
AGCO,AGCO Corporation,58.53,$4.66B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/agco,#VALUE!
EXP,Eagle Materials Inc,97.1,$4.66B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/exp,#VALUE!
SE,Sea Limited,13.95,$4.67B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/se,#VALUE!
SPB           ,"Spectrum Brands Holdings, Inc.",87.37,$4.68B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spb,#VALUE!
ASGN,ASGN Incorporated,90.16,$4.72B,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn,#VALUE!
JBL,Jabil Inc.,28.12,$4.74B,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/jbl,#VALUE!
SKX,"Skechers U.S.A., Inc.",29.66,$4.74B,1999,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/skx,#VALUE!
SNDR,"Schneider National, Inc.",26.75,$4.75B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/sndr,#VALUE!
ARES,Ares Management L.P.,21.85,$4.76B,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares,#VALUE!
GRA,W.R. Grace & Co.,70.73,$4.76B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gra,#VALUE!
NFG,National Fuel Gas Company,55.59,$4.78B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nfg,#VALUE!
TRQ,Turquoise Hill Resources Ltd.,2.38,$4.79B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/trq,#VALUE!
AL,Air Lease Corporation,45.17,$4.7B,2011,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/al,#VALUE!
ASB,Associated Banc-Corp,27.3,$4.7B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb,#VALUE!
NSP,"Insperity, Inc.",111.9,$4.7B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/nsp,#VALUE!
VNE,"Veoneer, Inc.",54.02,$4.7B,2018,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/vne,#VALUE!
AQN,Algonquin Power & Utilities Corp.,10.24,$4.82B,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqn,#VALUE!
VET,Vermilion Energy Inc.,31.93,$4.86B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/vet,#VALUE!
IDA,"IDACORP, Inc.",96.64,$4.87B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ida,#VALUE!
MSM,"MSC Industrial Direct Company, Inc.",86.22,$4.88B,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/msm,#VALUE!
NVT,nVent Electric plc,27.25,$4.88B,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nvt,#VALUE!
OMF,"OneMain Holdings, Inc.",35.34,$4.8B,2013,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/omf,#VALUE!
CCU,"Compania Cervecerias Unidas, S.A.",26.63,$4.92B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ccu,#VALUE!
ITCB,Ita? CorpBanca,14.4,$4.92B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/itcb,#VALUE!
OLN,Olin Corporation,29.5,$4.93B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/oln,#VALUE!
AEO,"American Eagle Outfitters, Inc.",28.02,$4.95B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/aeo,#VALUE!
VIPS,Vipshop Holdings Limited,7.55,$4.95B,2012,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/vips,#VALUE!
WSM,"Williams-Sonoma, Inc.",59.62,$4.95B,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/wsm,#VALUE!
TDC,Teradata Corporation,40.93,$4.96B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/tdc,#VALUE!
